forretningsproces,kommunekode,registreringFra,virkningFra,status,byg007Bygningsnummer,byg021BygningensAnvendelse,byg026Opførelsesår,byg032YdervæggensMateriale,byg033Tagdækningsmateriale,byg037KildeTilBygningensMaterialer,byg038SamletBygningsareal,byg039BygningensSamledeBoligAreal,byg040BygningensSamledeErhvervsAreal,byg041BebyggetAreal,byg042ArealIndbyggetGarage,byg043ArealIndbyggetCarport,byg044ArealIndbyggetUdhus,byg045ArealIndbyggetUdestueEllerLign,byg046SamletArealAfLukkedeOverdækningerPåBygningen,byg047ArealAfAffaldsrumITerrænniveau,byg048AndetAreal,byg049ArealAfOverdækketAreal,byg050ArealÅbneOverdækningerPåBygningenSamlet,byg051Adgangsareal,byg053BygningsarealerKilde,byg054AntalEtager,byg056Varmeinstallation,byg057Opvarmningsmiddel,byg058SupplerendeVarme,byg069Sikringsrumpladser,byg133KildeTilKoordinatsæt,byg134KvalitetAfKoordinatsæt,byg135SupplerendeOplysningOmKoordinatsæt,byg136PlaceringPåSøterritorie,byg404Koordinat,byg406Koordinatsystem
25,173,2017-08-28T09:18:49.76455Z,2017-08-28T09:18:49.76455Z,6,1,120,1954,1,5,5,82,142,,82,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716184.78 6188026.79 0),5
25,173,2017-08-28T09:18:50.424063Z,2017-08-28T09:18:50.424063Z,6,1,120,1977,1,4,2,131,131,,131,,,,,,,,,,,2,1,7,1,2,,K,1,31,0,POINT Z(715930.99 6188775.71 0),5
25,173,2017-08-28T09:18:54.576564Z,2017-08-28T09:18:54.576564Z,6,1,120,1955,1,5,1,145,135,22,145,20,,,,,,,,,,2,1,2,7,5,,K,1,31,0,POINT Z(716165.57 6188018.61 0),5
25,173,2017-08-28T09:18:56.191535Z,2017-08-28T09:18:56.191535Z,6,1,120,1969,1,5,5,149,136,20,149,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(715985.25 6188287.21 0),5
25,173,2017-08-28T09:19:01.50604Z,2017-08-28T09:19:01.50604Z,6,1,120,1955,2,5,5,135,144,,135,,,,32,,,,13,,,5,1,2,7,2,,K,1,31,0,POINT Z(716260.45 6188144.53 0),5
25,173,2017-08-28T09:19:02.004209Z,2017-08-28T09:19:02.004209Z,6,1,120,1965,1,3,5,117,123,,117,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(715580.88 6188991.63 0),5
25,173,2017-08-28T09:19:04.553846Z,2017-08-28T09:19:04.553846Z,6,1,120,1958,1,3,5,139,139,,139,,,,,,,,,,,5,1,2,7,90,,K,1,31,0,POINT Z(715751.96 6188832.68 0),5
25,173,2017-08-28T09:19:05.598045Z,2017-08-28T09:19:05.598045Z,6,1,120,1931,5,3,5,195,195,,195,,,,,,,,,,,5,1,2,3,5,,K,1,31,0,POINT Z(716279.88 6187867.52 0),5
25,173,2017-08-28T09:19:07.113726Z,2017-08-28T09:19:07.113726Z,6,1,120,2012,1,5,2,241,202,,241,39,,,,,,,10,,,2,1,5,1,,,K,1,31,0,POINT Z(716376.19 6188093.29 0),5
25,173,2017-08-28T09:19:09.158957Z,2017-08-28T09:19:09.158957Z,6,1,120,1965,1,3,5,151,151,,151,,,,,,,,9,,,5,1,2,7,5,,K,1,31,0,POINT Z(716320.89 6188470.98 0),5
25,173,2017-08-28T09:19:10.271499Z,2017-08-28T09:19:10.271499Z,6,1,120,1975,1,5,5,192,248,,192,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(715951.76 6188785.88 0),5
25,173,2017-08-28T09:19:12.724716Z,2017-08-28T09:19:12.724716Z,6,1,120,1948,1,5,5,69,133,,69,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(716297.85 6188213.32 0),5
25,173,2017-08-28T09:19:13.647399Z,2017-08-28T09:19:13.647399Z,6,1,120,1954,1,5,5,89,144,,89,,,,,,,,3,,,5,1,2,7,,,K,1,31,0,POINT Z(716200.7 6188405.65 0),5
25,173,2017-08-28T09:19:17.365798Z,2017-08-28T09:19:17.365798Z,6,1,120,1972,1,90,5,150,149,9,150,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(716389 6188978.82 0),5
25,173,2017-08-28T09:19:19.468891Z,2017-08-28T09:19:19.468891Z,6,1,120,1957,2,2,5,108,108,,108,,,,,,,,3,,,5,1,2,3,,,K,1,31,0,POINT Z(716307.15 6189037.39 0),5
25,173,2017-08-28T09:19:19.913882Z,2017-08-28T09:19:19.913882Z,6,1,120,1952,1,3,5,98,177,,98,,,,,,,,15,,,2,1,2,7,90,,K,1,31,0,POINT Z(716217.47 6187982.97 0),5
25,173,2017-08-28T09:19:22.016139Z,2017-08-28T09:19:22.016139Z,6,1,120,1986,1,5,2,113,178,,113,,,,,,,,,,,2,1,2,7,2,,K,1,31,0,POINT Z(715592.35 6188693.15 0),5
25,173,2017-08-28T09:19:22.893605Z,2017-08-28T09:19:22.893605Z,6,1,120,1951,2,5,5,87,132,,87,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(716345.03 6188292.09 0),5
25,173,2017-08-28T09:19:24.625285Z,2017-08-28T09:19:24.625285Z,6,1,120,1948,1,3,5,95,94,,95,,,,,,,,,,,5,1,2,3,,,K,1,31,0,POINT Z(715694.07 6189081.85 0),5
25,173,2017-08-28T09:19:26.716476Z,2017-08-28T09:19:26.716476Z,6,1,120,1965,1,1,2,220,173,,220,,24,23,,,,,19,,,2,1,2,3,5,,K,1,31,0,POINT Z(716252.19 6187951.97 0),5
25,173,2017-08-28T09:19:27.831694Z,2017-08-28T09:19:27.831694Z,6,1,120,1987,1,4,2,141,141,,141,,,,,,,,,,,2,1,7,1,2,,K,1,31,0,POINT Z(715377.64 6188856.46 0),5
25,173,2017-08-28T09:19:28.31609Z,2017-08-28T09:19:28.31609Z,6,1,120,1963,1,3,5,206,184,,206,,13,9,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(715684.58 6188731.72 0),5
25,173,2017-08-28T09:19:28.659428Z,2017-08-28T09:19:28.659428Z,6,1,120,1969,1,1,5,123,234,,123,,,,,,,,15,,,5,1,2,7,5,,K,1,31,0,POINT Z(716020.32 6187973.55 0),5
25,173,2017-08-28T09:19:29.175065Z,2017-08-28T09:19:29.175065Z,6,1,120,1958,1,3,5,158,158,,158,,,,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(716073.81 6188612.1 0),5
25,173,2017-08-28T09:19:31.769356Z,2017-08-28T09:19:31.769356Z,6,1,120,2010,1,5,5,165,277,,165,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(715799.34 6188567.08 0),5
25,173,2017-08-28T09:19:33.211676Z,2017-08-28T09:19:33.211676Z,6,1,120,1952,1,3,5,120,177,,120,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716170.98 6188798.53 0),5
25,173,2017-08-28T09:19:35.269255Z,2017-08-28T09:19:35.269255Z,6,1,120,1956,1,5,5,174,174,,174,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(715683.5 6188831.22 0),5
25,173,2017-08-28T09:19:36.33835Z,2017-08-28T09:19:36.33835Z,6,1,120,1952,2,5,5,68,123,,68,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(716405.41 6188867.38 0),5
25,173,2017-08-28T09:19:41.326856Z,2017-08-28T09:19:41.326856Z,6,1,120,1967,1,5,5,150,150,,150,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(716272.6 6189068.5 0),5
25,173,2017-08-28T09:19:45.030384Z,2017-08-28T09:19:45.030384Z,6,1,120,2014,1,1,2,190,190,,190,,,,,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(716107.52 6189146.84 0),5
25,173,2017-08-28T09:19:47.610142Z,2017-08-28T09:19:47.610142Z,6,1,120,1963,1,3,5,156,156,,156,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(716092.09 6188835.65 0),5
25,173,2017-08-28T09:19:49.636259Z,2017-08-28T09:19:49.636259Z,6,1,120,1954,1,5,2,70,121,,70,,,,,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(716240.31 6188414.78 0),5
25,173,2017-08-28T09:19:50.102976Z,2017-08-28T09:19:50.102976Z,6,1,120,1951,1,5,2,96,127,,96,,,,23,,,,,,,2,1,2,7,90,,K,1,31,0,POINT Z(716228.88 6188197.03 0),5
25,173,2017-08-28T09:19:51.542401Z,2017-08-28T09:19:51.542401Z,6,1,120,1960,1,3,5,113,113,,113,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(715827.35 6188820.9 0),5
25,173,2017-08-28T09:19:54.092773Z,2017-08-28T09:19:54.092773Z,6,1,120,1977,1,1,2,99,164,,99,,,,,,,,,,,2,1,2,7,5,,K,1,31,0,POINT Z(716070.73 6187818.35 0),5
25,173,2017-08-28T09:19:54.563509Z,2017-08-28T09:19:54.563509Z,6,1,120,1953,1,5,5,77,137,,77,,,,,,,,28,,,5,1,2,7,2,,K,1,31,0,POINT Z(716140.99 6188123.82 0),5
25,173,2017-08-28T09:19:55.624087Z,2017-08-28T09:19:55.624087Z,6,1,120,2015,1,2,2,257,222,,257,,35,,,,,,,,,2,1,2,7,5,,K,1,31,0,POINT Z(716205.08 6188333.07 0),5
25,173,2017-08-28T09:19:56.535255Z,2017-08-28T09:19:56.535255Z,6,1,120,2009,1,5,2,214,220,,214,,,,,,,,2,,,2,1,2,7,,,K,1,31,0,POINT Z(716800.63 6188779.8 0),5
25,173,2017-08-28T09:19:57.672705Z,2017-08-28T09:19:57.672705Z,6,1,120,1959,1,3,2,226,219,,226,,,7,,,,,,,,2,1,2,3,2,,K,1,31,0,POINT Z(716489.86 6188945.69 0),5
25,173,2017-08-28T09:19:59.282131Z,2017-08-28T09:19:59.282131Z,6,1,120,1958,1,3,5,220,220,,165,,,,,,,,15,,,5,2,2,7,,,K,1,31,0,POINT Z(715787.57 6188691.07 0),5
25,173,2017-08-28T09:19:59.829128Z,2017-08-28T09:19:59.829128Z,6,1,120,1959,1,1,5,126,182,,126,,,,,,,,9,,,5,1,2,7,5,,K,1,31,0,POINT Z(715699.02 6188483.03 0),5
25,173,2017-08-28T09:20:00.979782Z,2017-08-28T09:20:00.979782Z,6,1,120,1978,1,4,5,186,166,,186,,,20,,,,,,,,5,1,7,1,5,,K,1,31,0,POINT Z(715558.55 6188785.44 0),5
25,173,2017-08-28T09:20:02.011075Z,2017-08-28T09:20:02.011075Z,6,1,120,1955,1,5,5,94,122,,94,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(716350.47 6188597.48 0),5
25,173,2017-08-28T09:20:06.345306Z,2017-08-28T09:20:06.345306Z,6,1,120,1958,1,3,2,170,170,,170,,,,,,,,21,,,2,1,2,7,5,,K,1,31,0,POINT Z(715982.75 6188672.56 0),5
25,173,2017-08-28T09:20:06.949268Z,2017-08-28T09:20:06.949268Z,6,1,120,1963,1,3,5,170,170,,170,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(716408.11 6188682.93 0),5
25,173,2017-08-28T09:20:08.121331Z,2017-08-28T09:20:08.121331Z,6,1,120,1962,1,1,5,142,123,,142,,,,19,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716672.27 6189196.36 0),5
25,173,2017-08-28T09:20:10.372473Z,2017-08-28T09:20:10.372473Z,6,1,120,1949,1,5,5,112,112,,112,,,,0,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716622.02 6188784.39 0),5
25,173,2017-08-28T09:20:11.04314Z,2017-08-28T09:20:11.04314Z,6,1,120,1984,1,4,2,164,164,,164,,,,,,,,,,,2,1,2,7,2,,K,1,31,0,POINT Z(716615.19 6189151.01 0),5
25,173,2017-08-28T09:20:12.856942Z,2017-08-28T09:20:12.856942Z,6,1,120,1955,1,3,5,138,138,,138,,,,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(715936.82 6189122.91 0),5
25,173,2017-08-28T09:20:14.84012Z,2017-08-28T09:20:14.84012Z,6,1,120,1967,1,5,5,164,154,10,164,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(716046.99 6188821.4 0),5
25,173,2017-08-28T09:20:16.815574Z,2017-08-28T09:20:16.815574Z,6,1,120,1956,1,3,5,134,134,,134,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(715566.9 6188974.02 0),5
25,173,2017-08-28T09:20:18.456254Z,2017-08-28T09:20:18.456254Z,6,1,120,1958,1,5,5,125,125,,125,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(715846.58 6188743.12 0),5
25,173,2017-08-28T09:20:21.196226Z,2017-08-28T09:20:21.196226Z,6,1,120,1981,1,5,5,199,199,,113,,,,,,,,,,,5,2,7,1,90,,K,1,31,0,POINT Z(715331.64 6188881.73 0),5
25,173,2017-08-28T09:20:21.730642Z,2017-08-28T09:20:21.730642Z,6,1,120,1978,1,5,2,168,168,,168,,,,,,,,,,,2,1,2,7,2,,K,1,31,0,POINT Z(715541.66 6188760.41 0),5
25,173,2017-08-28T09:20:24.683852Z,2017-08-28T09:20:24.683852Z,6,1,120,1965,1,1,5,130,130,,130,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(715578.27 6189015.43 0),5
25,173,2017-08-28T09:20:25.246387Z,2017-08-28T09:20:25.246387Z,6,1,120,1965,1,1,5,147,147,,147,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(716368.57 6187972.57 0),5
25,173,2017-08-28T09:20:25.725448Z,2017-08-28T09:20:25.725448Z,6,1,120,2014,1,4,2,167,167,,167,,,,,,,,38,,,2,1,2,7,,,K,1,31,0,POINT Z(715636.48 6189052.49 0),5
25,173,2017-08-28T09:20:26.918282Z,2017-08-28T09:20:26.918282Z,6,1,120,1965,1,1,5,152,152,,152,,,,,,,,5,,,5,1,2,3,,,K,1,31,0,POINT Z(716279.59 6187950.21 0),5
25,173,2017-08-28T09:20:31.809042Z,2017-08-28T09:20:31.809042Z,6,1,120,1960,1,2,5,206,185,,103,21,,,,,,,6,,,5,2,2,7,2,,K,1,31,0,POINT Z(715452.57 6189105.19 0),5
25,173,2017-08-28T09:20:35.724018Z,2017-08-28T09:20:35.724018Z,6,1,120,1954,1,5,2,120,122,,120,,,,,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(716559.2 6188503.13 0),5
25,173,2017-08-28T09:20:40.674853Z,2017-08-28T09:20:40.674853Z,6,1,120,1967,1,6,5,171,153,,171,23,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(715987.07 6188827.4 0),5
25,173,2017-08-28T09:20:45.935082Z,2017-08-28T09:20:45.935082Z,6,1,120,1983,1,4,5,142,142,,142,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716647.69 6188715.68 0),5
25,173,2017-08-28T09:20:46.871592Z,2017-08-28T09:20:46.871592Z,6,1,120,1962,1,10,5,151,151,,151,,,,,,,,21,,,5,1,2,7,90,,K,1,31,0,POINT Z(715810.03 6189111.8 0),5
25,173,2017-08-28T09:20:48.611976Z,2017-08-28T09:20:48.611976Z,6,1,120,1998,1,4,5,200,200,,200,,,,,,,,16,,,5,1,2,7,,,K,1,31,0,POINT Z(716352.85 6187885.15 0),5
25,173,2017-08-28T09:20:50.184184Z,2017-08-28T09:20:50.184184Z,6,1,120,1934,4,2,5,135,135,,135,,,,,,,,,,,5,1,2,3,5,,K,1,31,0,POINT Z(716329.2 6188628.02 0),5
25,173,2017-08-28T09:20:56.924798Z,2017-08-28T09:20:56.924798Z,6,1,120,1955,2,5,5,98,199,,98,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(715950.79 6188573.4 0),5
25,173,2017-08-28T09:21:00.407778Z,2017-08-28T09:21:00.407778Z,6,1,120,1955,1,3,2,142,142,,142,,,,,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(716498.46 6188486.76 0),5
25,173,2017-08-28T09:21:01.864771Z,2017-08-28T09:21:01.864771Z,6,1,120,1973,1,4,5,176,176,,176,,,,,,,,17,,,5,1,2,7,5,,K,1,31,0,POINT Z(716264.32 6189162.14 0),5
25,173,2017-08-28T09:21:04.996552Z,2017-08-28T09:21:04.996552Z,6,1,120,1958,1,5,5,172,172,,172,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(716570.48 6188254.82 0),5
25,173,2017-08-28T09:21:06.043456Z,2017-08-28T09:21:06.043456Z,6,1,120,1938,1,3,5,147,147,,147,,,,,,,,,,,2,1,2,7,5,,K,1,31,0,POINT Z(715921.78 6188639.56 0),5
25,173,2017-08-28T09:21:11.722614Z,2017-08-28T09:21:11.722614Z,6,1,120,1963,1,3,5,139,139,,139,,,,,,,,,,,5,1,2,3,,,K,1,31,0,POINT Z(716551.86 6188771.75 0),5
25,173,2017-08-28T09:21:14.254924Z,2017-08-28T09:21:14.254924Z,6,1,120,1953,2,5,5,102,162,,102,,,,,,,,,,,5,1,2,3,,,K,1,31,0,POINT Z(716209.28 6188125.82 0),5
25,173,2017-08-28T09:21:17.395643Z,2017-08-28T09:21:17.395643Z,6,1,120,1949,1,5,5,79,137,,79,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716690.73 6188692.59 0),5
25,173,2017-08-28T09:21:19.986007Z,2017-08-28T09:21:19.986007Z,6,1,120,1982,1,4,2,95,121,,95,,20,9,,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(716127.46 6188691.45 0),5
25,173,2017-08-28T09:21:21.579815Z,2017-08-28T09:21:21.579815Z,6,1,120,1950,2,5,5,106,158,,106,,,,,,,,10,,,2,1,2,3,,,K,1,31,0,POINT Z(716544.77 6188391.58 0),5
25,173,2017-08-28T09:21:24.867447Z,2017-08-28T09:21:24.867447Z,6,1,120,1944,1,5,2,163,217,,163,30,,,,,,,,,,2,1,5,1,5,,K,1,31,0,POINT Z(716674.3 6188904.14 0),5
25,173,2017-08-28T09:21:25.835751Z,2017-08-28T09:21:25.835751Z,6,1,120,1906,1,3,1,97,97,,97,,,,,,,,,,,2,1,2,7,5,,K,1,31,0,POINT Z(716247.11 6189195.81 0),5
25,173,2017-08-28T09:21:26.93873Z,2017-08-28T09:21:26.93873Z,6,1,120,2010,1,4,2,185,185,,185,,,,,,,,49,,,2,1,2,7,1,,K,1,31,0,POINT Z(716450.73 6188508.87 0),5
25,173,2017-08-28T09:21:29.081333Z,2017-08-28T09:21:29.081333Z,6,1,120,1966,1,3,5,117,121,,117,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716020.85 6188811.18 0),5
25,173,2017-08-28T09:21:30.247678Z,2017-08-28T09:21:30.247678Z,6,1,120,1964,1,6,5,148,148,,148,,,,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(716342.92 6188008.11 0),5
25,173,2017-08-28T09:21:32.609285Z,2017-08-28T09:21:32.609285Z,6,1,120,2011,1,4,2,120,209,,120,,,,,,,,,,,2,1,5,1,,,K,1,31,0,POINT Z(716033.25 6189084.09 0),5
25,173,2017-08-28T09:21:34.187461Z,2017-08-28T09:21:34.187461Z,6,1,120,1956,1,3,5,99,99,,99,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(715516.28 6188970.3 0),5
25,173,2017-08-28T09:21:40.167407Z,2017-08-28T09:21:40.167407Z,6,1,120,1958,1,10,5,88,88,,88,,,,,,,,16,,,5,1,2,7,,,K,1,31,0,POINT Z(716046.84 6188605.96 0),5
25,173,2017-08-28T09:21:43.462495Z,2017-08-28T09:21:43.462495Z,6,1,120,1930,1,5,2,123,148,,123,21,12,,,,,,15,,,2,1,2,7,2,,K,1,31,0,POINT Z(716604.81 6189111.33 0),5
25,173,2017-08-28T09:21:54.017465Z,2017-08-28T09:21:54.017465Z,6,1,120,2010,1,4,2,187,187,,187,,,,,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(716501.41 6188054.05 0),5
25,173,2017-08-28T09:22:01.9382Z,2017-08-28T09:22:01.9382Z,6,1,120,1962,1,4,5,206,206,,206,,,,,,,,,,,5,1,2,3,5,,K,1,31,0,POINT Z(716344.27 6188774.19 0),5
25,173,2017-08-28T09:22:07.364898Z,2017-08-28T09:22:07.364898Z,6,1,120,1936,1,5,5,104,155,,104,,,,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(716364.69 6189039.68 0),5
25,173,2017-08-28T09:22:13.740111Z,2017-08-28T09:22:13.740111Z,6,1,120,1956,2,3,5,129,129,,129,,,,,,,,15,,,5,1,2,7,5,,K,1,31,0,POINT Z(716236.6 6188655.3 0),5
25,173,2017-08-28T09:22:14.981703Z,2017-08-28T09:22:14.981703Z,6,1,120,1954,1,5,5,158,185,,158,,,,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(716084.09 6188353.69 0),5
25,173,2017-08-28T09:22:17.888077Z,2017-08-28T09:22:17.888077Z,6,1,120,1900,1,5,5,73,136,,73,,,,,,,,,,,5,1,2,7,90,,K,1,31,0,POINT Z(716704.01 6189210.65 0),5
25,173,2017-08-28T09:22:18.740284Z,2017-08-28T09:22:18.740284Z,6,1,120,1952,1,5,5,120,150,,120,,,,,,,,14,,,5,1,2,3,2,,K,1,31,0,POINT Z(715984.44 6188320.05 0),5
25,173,2017-08-28T09:22:19.388126Z,2017-08-28T09:22:19.388126Z,6,1,120,1957,3,10,5,105,95,,105,,,10,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(716391.71 6189040.25 0),5
25,173,2017-08-28T09:22:24.177963Z,2017-08-28T09:22:24.177963Z,6,1,120,1935,1,5,5,78,136,,78,,,,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(715745.35 6189058.23 0),5
25,173,2017-08-28T09:22:26.284104Z,2017-08-28T09:22:26.284104Z,6,1,120,1954,1,3,5,118,118,,118,,,,,,,,,,,5,1,2,3,,,K,1,31,0,POINT Z(716462.42 6188442.25 0),5
25,173,2017-08-28T09:22:26.912444Z,2017-08-28T09:22:26.912444Z,6,1,120,1921,90,5,2,81,107,,81,,,,,,,,,,,2,1,7,1,5,,K,1,31,0,POINT Z(716602.8 6188749 0),5
25,173,2017-08-28T09:22:29.871933Z,2017-08-28T09:22:29.871933Z,6,1,120,1960,1,90,2,112,112,,112,,,,,,,,,,,2,1,2,7,2,,M,1,31,0,POINT Z(716373.84 6188800.44 0),5
25,173,2017-08-28T09:22:30.371969Z,2017-08-28T09:22:30.371969Z,6,1,120,1959,1,2,5,190,190,,190,,,,,,,,9,,,5,1,2,7,5,,K,1,31,0,POINT Z(716135.47 6189065.05 0),5
25,173,2017-08-28T09:22:31.640226Z,2017-08-28T09:22:31.640226Z,6,1,120,1967,5,5,5,138,144,,138,,,,,,,,,,,5,1,2,3,5,,K,1,31,0,POINT Z(716355.48 6188723.58 0),5
25,173,2017-08-28T09:22:33.090791Z,2017-08-28T09:22:33.090791Z,6,1,120,2003,1,5,5,109,185,,109,,,,,,,,2,,,5,1,2,7,90,,K,1,31,0,POINT Z(716537.14 6189013.46 0),5
25,173,2017-08-28T09:22:33.702813Z,2017-08-28T09:22:33.702813Z,6,1,120,1926,1,5,1,121,204,,121,,,5,,,,,,,,2,1,2,7,5,,K,1,31,0,POINT Z(716142.08 6187832.02 0),5
25,173,2017-08-28T09:22:34.6221Z,2017-08-28T09:22:34.6221Z,6,1,120,2000,1,5,5,126,227,,126,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716805.24 6188845.57 0),5
25,173,2017-08-28T09:22:38.216419Z,2017-08-28T09:22:38.216419Z,6,1,120,1944,1,5,5,87,160,,87,,,,,,,,8,,,5,1,2,7,5,,K,1,31,0,POINT Z(716152.81 6188170.44 0),5
25,173,2017-08-28T09:22:39.95086Z,2017-08-28T09:22:39.95086Z,6,1,120,1956,1,3,5,112,112,,112,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716429.65 6188527.56 0),5
25,173,2017-08-28T09:22:43.624749Z,2017-08-28T09:22:43.624749Z,6,1,120,1969,1,3,5,123,123,,123,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716601.7 6188776.1 0),5
25,173,2017-08-28T09:22:48.26556Z,2017-08-28T09:22:48.26556Z,6,1,120,1955,2,3,2,127,127,,127,,,,,,,,,,,2,1,2,3,2,,K,1,31,0,POINT Z(715770.84 6188627 0),5
25,173,2017-08-28T09:22:52.602464Z,2017-08-28T09:22:52.602464Z,6,1,120,1962,1,5,5,164,164,,164,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716631.9 6189049.77 0),5
25,173,2017-08-28T09:22:58.658496Z,2017-08-28T09:22:58.658496Z,6,1,120,1936,1,5,5,110,146,,110,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716145.08 6188976.98 0),5
25,173,2017-08-28T09:23:02.342926Z,2017-08-28T09:23:02.342926Z,6,1,120,1971,1,1,2,205,205,,205,,,,,,,,23,,,2,1,2,7,5,,K,1,31,0,POINT Z(715780.74 6189016.13 0),5
25,173,2017-08-28T09:23:06.414928Z,2017-08-28T09:23:06.414928Z,6,1,120,1949,1,4,5,111,113,,111,,,,,,,,,,,5,1,2,7,90,,K,1,31,0,POINT Z(716501.14 6188289.38 0),5
25,173,2017-08-28T09:23:11.555768Z,2017-08-28T09:23:11.555768Z,6,1,120,1947,1,5,5,83,160,,83,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716730.56 6188703.64 0),5
25,173,2017-08-28T09:23:12.39825Z,2017-08-28T09:23:12.39825Z,6,1,120,1949,1,5,2,110,184,,110,,,,,,,,,,,2,1,2,7,5,,K,1,31,0,POINT Z(716857.3 6188716.15 0),5
25,173,2017-08-28T09:23:15.41529Z,2017-08-28T09:23:15.41529Z,6,1,120,1976,1,5,5,142,228,,142,,,,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(716028.86 6188464.98 0),5
25,173,2017-08-28T09:23:16.965898Z,2017-08-28T09:23:16.965898Z,6,1,120,1967,1,3,5,136,146,,136,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(715967.42 6188820.2 0),5
25,173,2017-08-28T09:23:18.677516Z,2017-08-28T09:23:18.677516Z,6,1,120,1963,1,3,5,145,145,,145,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716402.51 6188704.04 0),5
25,173,2017-08-28T09:23:20.138807Z,2017-08-28T09:23:20.138807Z,6,1,120,1959,1,2,5,178,178,,178,,,,,,,,26,,,5,1,2,3,5,,K,1,31,0,POINT Z(716400.21 6188000.57 0),5
25,173,2017-08-28T09:23:20.607586Z,2017-08-28T09:23:20.607586Z,6,1,120,1973,1,3,5,197,197,,197,,,,,,,,34,,,5,1,2,7,5,,K,1,31,0,POINT Z(715733.76 6188614.88 0),5
25,173,2017-08-28T09:23:21.107595Z,2017-08-28T09:23:21.107595Z,6,1,120,1958,1,3,5,119,119,,119,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716627.52 6188979.39 0),5
25,173,2017-08-28T09:23:21.701371Z,2017-08-28T09:23:21.701371Z,6,1,120,2007,1,4,5,248,206,,248,42,,,,,,,,,,5,1,2,7,1,,K,1,31,0,POINT Z(716176.58 6188502.51 0),5
25,173,2017-08-28T09:23:23.365203Z,2017-08-28T09:23:23.365203Z,6,1,120,1947,1,5,5,70,110,,70,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(716625.38 6188342.71 0),5
25,173,2017-08-28T09:23:24.217074Z,2017-08-28T09:23:24.217074Z,6,1,120,1928,1,5,2,106,142,,106,,,,,,,,,,,2,1,5,1,90,,K,1,31,0,POINT Z(716160.17 6187941.25 0),5
